RunID,ConfigID,Repetition,Problema,PopSize,CrossoverProb,MutationProb,Generations,TiempoMs,Seed,SolutionID,Objetivo,Valor
C02_R06,2,6,HandballFixture,100,1.000,0.010,1500,1693,2006,1,O2,6.000000
C02_R06,2,6,HandballFixture,100,1.000,0.010,1500,1693,2006,1,Restriccion,0.000000
C02_R07,2,7,HandballFixture,100,1.000,0.010,1500,1687,2007,1,O1,20.000000
C02_R07,2,7,HandballFixture,100,1.000,0.010,1500,1687,2007,1,O2,5.000000
C02_R07,2,7,HandballFixture,100,1.000,0.010,1500,1687,2007,1,Restriccion,0.000000
C02_R08,2,8,HandballFixture,100,1.000,0.010,1500,1660,2008,1,O1,20.000000
C02_R08,2,8,HandballFixture,100,1.000,0.010,1500,1660,2008,1,O2,5.000000
C02_R08,2,8,HandballFixture,100,1.000,0.010,1500,1660,2008,1,Restriccion,0.000000
C02_R09,2,9,HandballFixture,100,1.000,0.010,1500,1650,2009,1,O1,20.000000
C02_R09,2,9,HandballFixture,100,1.000,0.010,1500,1650,2009,1,O2,5.000000
C02_R09,2,9,HandballFixture,100,1.000,0.010,1500,1650,2009,1,Restriccion,0.000000
C02_R10,2,10,HandballFixture,100,1.000,0.010,1500,1742,2010,1,O1,20.000000
C02_R10,2,10,HandballFixture,100,1.000,0.010,1500,1742,2010,1,O2,5.000000
C02_R10,2,10,HandballFixture,100,1.000,0.010,1500,1742,2010,1,Restriccion,0.000000
C02_R11,2,11,HandballFixture,100,1.000,0.010,1500,2197,2011,1,O1,20.000000
C02_R11,2,11,HandballFixture,100,1.000,0.010,1500,2197,2011,1,O2,5.000000
C02_R11,2,11,HandballFixture,100,1.000,0.010,1500,2197,2011,1,Restriccion,0.000000
C02_R12,2,12,HandballFixture,100,1.000,0.010,1500,2616,2012,1,O1,20.000000
C02_R12,2,12,HandballFixture,100,1.000,0.010,1500,2616,2012,1,O2,6.000000
C02_R12,2,12,HandballFixture,100,1.000,0.010,1500,2616,2012,1,Restriccion,0.000000
C02_R13,2,13,HandballFixture,100,1.000,0.010,1500,2074,2013,1,O1,20.000000
C02_R13,2,13,HandballFixture,100,1.000,0.010,1500,2074,2013,1,O2,5.000000
C02_R13,2,13,HandballFixture,100,1.000,0.010,1500,2074,2013,1,Restriccion,0.000000
C02_R14,2,14,HandballFixture,100,1.000,0.010,1500,1776,2014,1,O1,20.000000
C02_R14,2,14,HandballFixture,100,1.000,0.010,1500,1776,2014,1,O2,5.000000
C02_R14,2,14,HandballFixture,100,1.000,0.010,1500,1776,2014,1,Restriccion,0.000000
C02_R15,2,15,HandballFixture,100,1.000,0.010,1500,1858,2015,1,O1,20.000000
C02_R15,2,15,HandballFixture,100,1.000,0.010,1500,1858,2015,1,O2,5.000000
C02_R15,2,15,HandballFixture,100,1.000,0.010,1500,1858,2015,1,Restriccion,0.000000
C02_R16,2,16,HandballFixture,100,1.000,0.010,1500,1895,2016,1,O1,20.000000
C02_R16,2,16,HandballFixture,100,1.000,0.010,1500,1895,2016,1,O2,5.000000
C02_R16,2,16,HandballFixture,100,1.000,0.010,1500,1895,2016,1,Restriccion,0.000000
C02_R17,2,17,HandballFixture,100,1.000,0.010,1500,1900,2017,1,O1,20.000000
C02_R17,2,17,HandballFixture,100,1.000,0.010,1500,1900,2017,1,O2,6.000000
C02_R17,2,17,HandballFixture,100,1.000,0.010,1500,1900,2017,1,Restriccion,0.000000
C02_R18,2,18,HandballFixture,100,1.000,0.010,1500,1986,2018,1,O1,20.000000
C02_R18,2,18,HandballFixture,100,1.000,0.010,1500,1986,2018,1,O2,5.000000
C02_R18,2,18,HandballFixture,100,1.000,0.010,1500,1986,2018,1,Restriccion,0.000000
C02_R19,2,19,HandballFixture,100,1.000,0.010,1500,2015,2019,1,O1,20.000000
C02_R19,2,19,HandballFixture,100,1.000,0.010,1500,2015,2019,1,O2,6.000000
C02_R19,2,19,HandballFixture,100,1.000,0.010,1500,2015,2019,1,Restriccion,0.000000
C02_R20,2,20,HandballFixture,100,1.000,0.010,1500,2027,2020,1,O1,20.000000
C02_R20,2,20,HandballFixture,100,1.000,0.010,1500,2027,2020,1,O2,5.000000
C02_R20,2,20,HandballFixture,100,1.000,0.010,1500,2027,2020,1,Restriccion,0.000000
C02_R21,2,21,HandballFixture,100,1.000,0.010,1500,2097,2021,1,O1,20.000000
C02_R21,2,21,HandballFixture,100,1.000,0.010,1500,2097,2021,1,O2,6.000000
C02_R21,2,21,HandballFixture,100,1.000,0.010,1500,2097,2021,1,Restriccion,0.000000
C02_R21,2,21,HandballFixture,100,1.000,0.010,1500,2097,2021,2,O1,25.000000
C02_R21,2,21,HandballFixture,100,1.000,0.010,1500,2097,2021,2,O2,5.000000
C02_R21,2,21,HandballFixture,100,1.000,0.010,1500,2097,2021,2,Restriccion,0.000000
C02_R22,2,22,HandballFixture,100,1.000,0.010,1500,2119,2022,1,O1,20.000000
C02_R22,2,22,HandballFixture,100,1.000,0.010,1500,2119,2022,1,O2,5.000000
C02_R22,2,22,HandballFixture,100,1.000,0.010,1500,2119,2022,1,Restriccion,0.000000
C02_R23,2,23,HandballFixture,100,1.000,0.010,1500,2144,2023,1,O1,20.000000
C02_R23,2,23,HandballFixture,100,1.000,0.010,1500,2144,2023,1,O2,5.000000
C02_R23,2,23,HandballFixture,100,1.000,0.010,1500,2144,2023,1,Restriccion,0.000000
C02_R24,2,24,HandballFixture,100,1.000,0.010,1500,2185,2024,1,O1,20.000000
C02_R24,2,24,HandballFixture,100,1.000,0.010,1500,2185,2024,1,O2,5.000000
C02_R24,2,24,HandballFixture,100,1.000,0.010,1500,2185,2024,1,Restriccion,0.000000
C02_R25,2,25,HandballFixture,100,1.000,0.010,1500,2266,2025,1,O1,20.000000
C02_R25,2,25,HandballFixture,100,1.000,0.010,1500,2266,2025,1,O2,5.000000
C02_R25,2,25,HandballFixture,100,1.000,0.010,1500,2266,2025,1,Restriccion,0.000000
C02_R26,2,26,HandballFixture,100,1.000,0.010,1500,2373,2026,1,O1,20.000000
C02_R26,2,26,HandballFixture,100,1.000,0.010,1500,2373,2026,1,O2,5.000000
C02_R26,2,26,HandballFixture,100,1.000,0.010,1500,2373,2026,1,Restriccion,0.000000
C02_R27,2,27,HandballFixture,100,1.000,0.010,1500,3407,2027,1,O1,20.000000
C02_R27,2,27,HandballFixture,100,1.000,0.010,1500,3407,2027,1,O2,5.000000
C02_R27,2,27,HandballFixture,100,1.000,0.010,1500,3407,2027,1,Restriccion,0.000000
C02_R28,2,28,HandballFixture,100,1.000,0.010,1500,2465,2028,1,O1,20.000000
C02_R28,2,28,HandballFixture,100,1.000,0.010,1500,2465,2028,1,O2,6.000000
C02_R28,2,28,HandballFixture,100,1.000,0.010,1500,2465,2028,1,Restriccion,0.000000
C02_R29,2,29,HandballFixture,100,1.000,0.010,1500,2849,2029,1,O1,20.000000
C02_R29,2,29,HandballFixture,100,1.000,0.010,1500,2849,2029,1,O2,5.000000
C02_R29,2,29,HandballFixture,100,1.000,0.010,1500,2849,2029,1,Restriccion,0.000000
C02_R30,2,30,HandballFixture,100,1.000,0.010,1500,2437,2030,1,O1,20.000000
C02_R30,2,30,HandballFixture,100,1.000,0.010,1500,2437,2030,1,O2,5.000000
C02_R30,2,30,HandballFixture,100,1.000,0.010,1500,2437,2030,1,Restriccion,0.000000
C02_R31,2,31,HandballFixture,100,1.000,0.010,1500,2851,2031,1,O1,20.000000
C02_R31,2,31,HandballFixture,100,1.000,0.010,1500,2851,2031,1,O2,5.000000
C02_R31,2,31,HandballFixture,100,1.000,0.010,1500,2851,2031,1,Restriccion,0.000000
C02_R32,2,32,HandballFixture,100,1.000,0.010,1500,2402,2032,1,O1,20.000000
C02_R32,2,32,HandballFixture,100,1.000,0.010,1500,2402,2032,1,O2,5.000000
C02_R32,2,32,HandballFixture,100,1.000,0.010,1500,2402,2032,1,Restriccion,0.000000
C02_R33,2,33,HandballFixture,100,1.000,0.010,1500,2466,2033,1,O1,20.000000
C02_R33,2,33,HandballFixture,100,1.000,0.010,1500,2466,2033,1,O2,5.000000
C02_R33,2,33,HandballFixture,100,1.000,0.010,1500,2466,2033,1,Restriccion,0.000000
C02_R34,2,34,HandballFixture,100,1.000,0.010,1500,2494,2034,1,O1,20.000000
C02_R34,2,34,HandballFixture,100,1.000,0.010,1500,2494,2034,1,O2,5.000000
C02_R34,2,34,HandballFixture,100,1.000,0.010,1500,2494,2034,1,Restriccion,0.000000
C02_R35,2,35,HandballFixture,100,1.000,0.010,1500,2480,2035,1,O1,20.000000
