FIXTURE - Federación Uruguaya de Handball
Generado: Sun Dec 07 18:28:25 UYT 2025
Partidos: 52, Canchas: 7

ID Partido,Institución Local,Institución Visitante,Categoría,Cancha Asignada,Hora Inicio,Día,Superposiciones,Continuidad Inst,Continuidad Cat
P0,CLUB MALVIN,BALONMANO LAYVA,U21 F,PASO CARRASCO,18:00,Sábado,0,3,00,0,00
P1,COLEGIO MÁSTER,SCUOLA ITALIANA,INTER. M,PASO CARRASCO,19:00,Sábado,0,2,00,0,00
P2,COLEGIO SAN PABLO,C. A. PEÑAROL,INTER. M,CLARA JACKSON,14:00,Sábado,0,0,00,0,00
P3,SCUOLA ITALIANA,C. A. GOES,U21 F,POLIDEPORTIVO CIUDAD DE LA COSTA,9:00,Sábado,0,0,00,4,00
P4,UNIÓN SRS,C. PONTEVEDRES SyD.,INTER. M,POLIDEPORTIVO CIUDAD DE LA COSTA,12:00,Sábado,0,1,00,0,00
P5,CLUB MALVIN,ALEMAN DS,U14 F,SCUOLA ITALIANA,17:00,Sábado,0,0,00,0,00
P6,COLEGIO ALEMAN,CLUB MALVIN,U14 M,SPORTHALLE,16:00,Sábado,0,1,00,0,00
P7,COLEGIO ALEMAN,COLEGIO SAN PABLO,INTER. M,SPORTHALLE,19:00,Sábado,0,0,00,0,00
P8,ACBALONMANO,ENFOQUE,U14 F,COLONIA NICOLICH,9:00,Sábado,0,2,00,5,00
P9,UNIÓN SRS,ENFOQUE,U14 M,SCUOLA ITALIANA,10:00,Sábado,0,1,00,9,00
P10,ACBALONMANO,AEBU,U14 F,POLIDEPORTIVO LA PAZ,17:00,Sábado,0,0,00,0,00
P11,C. A. GOES,SEMINARIO BORDEAUX,U14 F,COLONIA NICOLICH,15:00,Sábado,0,0,00,0,00
P12,AEBU,UNIÓN SRS,U21 F,POLIDEPORTIVO CIUDAD DE LA COSTA,14:00,Sábado,0,4,00,4,00
P13,CBR,ENFOQUE,INTER. F,SCUOLA ITALIANA,12:00,Sábado,0,1,00,1,00
P14,CEVVEN,PARQUE CUBANO,INTER. F,SCUOLA ITALIANA,14:00,Sábado,0,0,00,1,00
P15,SIM,CLUB SOLIS,U14 M,CLARA JACKSON,10:00,Sábado,0,1,00,0,00
