P16,ARETEIA BIMBULLY,SCUOLA ITALIANA,U16 M,CLARA JACKSON,9:00,Sábado,0,0,00,0,00
P17,SCUOLA ITALIANA,ARETEIA BIMBULLY,U16 F,COLONIA NICOLICH,11:00,Sábado,0,1,00,2,00
P18,C. PONTEVEDRES SyD.,SCUOLA ITALIANA,U18 F,COLONIA NICOLICH,13:00,Sábado,0,1,00,0,00
P19,AEBU,C. A. GOES,SEN. F,POLIDEPORTIVO CIUDAD DE LA COSTA,10:00,Sábado,0,3,00,0,00
P20,UNIÓN SRS,BALONMANO LAYVA,SEN. F,COLONIA NICOLICH,10:00,Sábado,0,1,00,0,00
P21,CEVVEN,CLUB MALVIN,SEN. F,POLIDEPORTIVO LA PAZ,14:00,Sábado,0,0,00,0,00
P22,UNIÓN SRS,SCUOLA ITALIANA,SEN. M,SCUOLA ITALIANA,9:00,Sábado,0,1,00,0,00
P23,CLUB MALVIN,C. PONTEVEDRES SyD.,SEN. M,PASO CARRASCO,14:00,Sábado,0,3,00,0,00
P24,SCUOLA ITALIANA,LAYVA AMARILLO,U14 F,SCUOLA ITALIANA,11:00,Sábado,0,1,00,4,00
P25,LAYVA VERDE,CLUB MALVIN,U14 F,CLARA JACKSON,11:00,Sábado,0,0,00,0,00
P26,CEVVEN ROSADO,CLUB MALVIN,U16 F,COLONIA NICOLICH,14:00,Sábado,0,0,00,2,00
P27,ACBALONMANO,PONTEVEDRES BALONMAN,U16 M,SCUOLA ITALIANA,21:00,Sábado,0,0,00,2,00
P28,C. PONTEVEDRES SyD.,ARETEIA BIMBULLY,U14 M,SCUOLA ITALIANA,20:00,Sábado,0,0,00,9,00
P29,LA MENNAIS,ARETEIA BIMBULLY,U14 F,SCUOLA ITALIANA,19:00,Sábado,0,0,00,1,00
P30,C. PONTEVEDRES SyD.,CLUB SOLIS,U16 F,POLIDEPORTIVO CIUDAD DE LA COSTA,11:00,Sábado,0,0,00,3,00
P31,C. PONTEVEDRES SyD.,CS. PROGRESO,U18 M,POLIDEPORTIVO CIUDAD DE LA COSTA,13:00,Sábado,0,0,00,0,00
P32,UNIÓN SRS,ENFOQUE,U16 M,COLONIA NICOLICH,12:00,Sábado,0,3,00,0,00
P33,COLEGIO SAN PABLO,UNIÓN SRS,U18 M,POLIDEPORTIVO LA PAZ,15:00,Sábado,0,0,00,0,00
P34,CEVVEN,UNIÓN SRS,U14 F,CLARA JACKSON,13:00,Sábado,0,0,00,0,00
P35,CLUB NAUTICO,UNIÓN SRS,U16 F,POLIDEPORTIVO LA PAZ,16:00,Sábado,0,0,00,0,00
P36,CLUB NAUTICO,CLUB SOLIS,U14 F,CLARA JACKSON,12:00,Sábado,0,1,00,0,00
P37,CLUB MALVIN,CBR ROJO,U16 F,POLIDEPORTIVO CIUDAD DE LA COSTA,15:00,Sábado,0,0,00,3,00
P38,CBR,CLUB NAUTICO,U18 F,SCUOLA ITALIANA,13:00,Sábado,0,0,00,1,00
P39,AEBU,C. A. PEÑAROL,U16 F,PASO CARRASCO,15:00,Sábado,0,0,00,1,00
P40,BALONMANO LAYVA,AEBU,U18 F,SCUOLA ITALIANA,15:00,Sábado,0,0,00,1,00
P41,CS. LA PAZ,CBR ROJO,U14 F,COLONIA NICOLICH,16:00,Sábado,0,0,00,0,00
P42,STELLA MARIS,CBR AZUL,U14 F,SCUOLA ITALIANA,16:00,Sábado,0,0,00,0,00
P43,BALONMANO LAYVA,ENFOQUE,U16 F,PASO CARRASCO,17:00,Sábado,0,0,00,1,00
P44,ALEMAN DS,LA MENNAIS,U16 F,COLONIA NICOLICH,17:00,Sábado,0,0,00,0,00
P45,AEBU,COLEGIO ALEMAN,U14 F,COLONIA NICOLICH,19:00,Sábado,0,0,00,2,00
P46,SCUOLA ITALIANA,ALEMAN DS,U14 M,PASO CARRASCO,16:00,Sábado,0,2,00,0,00
P47,COLEGIO ALEMAN,SCUOLA ITALIANA,U18 M,SPORTHALLE,20:00,Sábado,0,0,00,0,00
P48,CEVVEN,COLEGIO ALEMAN,U18 F,POLIDEPORTIVO CIUDAD DE LA COSTA,16:00,Sábado,0,0,00,0,00
P49,ALEMAN DS,CS. LA PAZ,U16 M,SCUOLA ITALIANA,18:00,Sábado,0,0,00,2,00
P50,C. PONTEVEDRES SyD.,COLEGIO ALEMAN,U16 M,SPORTHALLE,18:00,Sábado,0,0,00,0,00
P51,CBR AZUL,COLEGIO ALEMAN,U16 F,COLONIA NICOLICH,18:00,Sábado,0,0,00,0,00
